,review_id,text
204,K1MnBGz30t-L9BLLlznSKw,"Classic diner.  I would go here for the experience rather than the food. 

Also, plan on spending the rest of the day walking off that humungous plate of chili cheese fries, Doc double cheeseburger and chocolate freeze."
205,cw-jdsrnA55f1QZzx_rSeA,"So my friends had been talking this place up for YEARS, and the last time we went they were still closed post Katrina- finally got to go sit at the awesome counter and have chili cheese fries and a cheeseburger before an evening of indulging - so worth it!!!  All kinds of people come in, great people watching, quick service, and you are out the door stuffed, for not too many duckets."
206,gAaa0Hia93V4BCClT7aA1A,"Excellent service. Good Food.

Camellia Grill is a New Orleans classic! I have been going to Camellia Grill since I was an infant. The food and service is always great.

Camellia is perfect for a quick breakfast or a late night drunken nosh. If you are looking for the best of both worlds get a chilli cheese omelet with a side of fries and a chocolate shake."
207,VJX02pgGk52ZN_cf9Cu07w,"I'd passed by this place in Uptown for many years, but never stopped in until the week after New Year's 2018.  Only in New Orleans would you find a diner with marble counters and white cloth napkins.  I didn't expect anything at all--the place is not at all expensive.  The service here is particularly gracious and helpful and poised, even for old New Orleans.  

I ordered their 'Tutti's Cheese Omelette'.  I was shocked when it arrived and I realized that I had never had an omelette in my life like this one:  it was like eating a cloud made out of omelette, not leathery and dry and overcooked like omelettes invariably are anywhere else.  The cheese melted and ran through the toothsome and delicate omelette perfectly.  

My friend ordered the pecan pie a la mode.  Here at Camellia Grill the chef (I can't refer to him merely as a short-order cook) prepared everything on the same grill; in this case that means that he warmed the pecan pie on the same griddle where he cooks the hamburgers.  When I watched this proceeding, I thought, ""These people are either crazy or brilliant.""  I know pecan pie, I grew up in the South, and this was the best pecan pie I've ever had in my life.  I don't know how it works, but the result speaks for itself.  The grill preparation of the pie somehow toasts the pecans so that it is genius.  I can't stop thinking about it.  

New Orleans is like that:  a marvelous environment for unexpected pleasant surprises.  I only wish I could have stayed longer and experienced the entire menu."
208,5pXnJbMyCzAjMrBUWfi3XQ,"Too crowded to find a place for four together and one of the line cooks kept rapping. I don't mind rap but his lyrics just weren't going anywhere. Rap was bad, but food was good.  GET THE ORANGE JUICE"
209,NkYEYQk8eQi-TJeDn470sA,"I'd give it a worse score but the place is clean and the service prompt. The reuben- listed as a 'whole meal sandwich' was $2 more than the menu google showed me and i got 2.5 tough slices of corned beef (wish i took a picture). If you looked at what i paid $10 for you'd call me an idiot and that's how i feel. What a waste of money. 

Speaking of waste of money- don't bother spending $5 on the mac&cheese bites ( also $2 more on the menu than on google)

Feeling worse when you leave than when you came in sucks. I live uptown and in new orleans for 10yrs now and i feel like a sucker. Maybe see what people around you are eating bc its cleared what i paid $18 (w tip) was no where near worth it. A restaurant w a $ symbolizing the price and being a heralded historic diner in town left me feeling cheap and used. Bravo chef."
210,kMxIeAmEzkjhYZrKAnAAww,"Pecan waffle + over medium egg + fresh orange juice = breakfast of champions.

The true diner feel and staff are what make this spot a gem. The breakfast food is (and seems) delicious by the line out the door at all times, and the servers are there to charm you - and they will!

Darling spot :)"
211,su8bRjztM1F7s1SZdCUspg,Simple good food at a low cost in a fun atmosphere. We enjoyed our breakfast here before a Saints game.  I do admit my order was wrong (I ordered the pecan waffle and received pancakes) but it was quickly corrected with an apology and the pancakes were on the house.  Free pancakes are never a bad thing.
212,g0F1VME40tftJ0wgNX7VaQ,"We only stopped to have the pie. And what an experience. If you want to experience a good ""southern"" chocolate pecan pie with a glob of ice cream - stop here. How they prepare the pie is a real hoot!!

I would go back to have plenty of other things on the menu - omelets, waffle, chili cheese fries. Forget the diet and just enjoy it all!"
213,zWu_qKBUa4hZ5sVLp6qf6Q,"Went here for the first time and thought it was ok, but definitely won't go back. 

I admit that I am a breakfast snob.  I want strong coffee and complicated breakfast goodness.  The coffee here was strong, but the complicated breakfast goodness really fell into the category of complicated for me to get what I wanted. 

Our server was entertaining.  He forgot nearly everything we ordered and then barked when we tried to get our own straw.  I liked him, honestly, but think he's in the wrong job.  The actual cook was rock solid which meant that he managed to cook the right food even if our server couldn't remember where to deliver it. The relationship between the various staff members is a high point.  

The food was good, probably would have been better if we'd gotten what we ordered.  And that's probably why I'm tart on this place.  After perusing the menu, my instinct was to skip the breakfast and go straight to the banana cream pie.  I decided to be a grown-up and eat breakfast, but leave room for the pie, which I got to go. 

Sadly, instead of banana cream pie to go, I got cheesecake to go.  Seriously lame!  I can get cheesecake anywhere, but banana cream pie is scarce!"
214,DFL3kP0sf91a5cYZOuEXIQ,"Camellia Grill has gone downhill.  Had a cheese omelette that I really used to look forward to (fluffy with a lot of cheese that practically filled the plate). Instead I was served a flat small omelette that was about a third of the size....very disappointed.  IMHO, Camellia Grill is living OFF its reputation from the past but is not living UP to it."
215,HCv9ZTmz3khkkbsStldsiw,"Really good, end of story.  Could be a little cheaper only complaint."
216,07CgQJFCm1v4PMyAesQ1Aw,"The food is nothing special (they were out of pecan pie), let's just be honest. At least for breakfast. It was standard diner food, if anything a bit below. 

But the set-up is cool and the servers authentic - shouting the orders and having personality with their customers. 

The price is right though and I do love a place that servers french fries as a standard side dish at breakfast."
217,dy7aQIjjgnlowapnUHbLUA,"This was our last stop...waiting in the wings to offer us yet another slice of heaven.
And that slice here comes in the form of their amazing cheesecake. Yes...the cheesecake. Just do it.
Cheeseburgers, fries, chocolate shake...and cheesecake. 
Loved the sweet southern hospitality, the true-to-the 50's diner in what looks like a LA style old mansion. 
If your staying closer to French Quarter or around...take the trolley! 
So fun."
218,GfyjZ529aV9ZK6J8UkFLtw,"The female server with long braided hair obviously hates white people!! She had an attitude from the word go! She did not say hello, good morning, hi or anything and when I said good morning she didn't respond. She took out the order sheet , leaned over on the counter and waited for me to order. She didn't ask if I was ready to order or what would I like or anything. She just stood there and looked at me until I ordered. I asked for a straw for my water and she just looked at me and didn't give me the straw until after I ordered. Then it was handed to me with an attitude! After I received my food she didn't check on me once. Didn't ask me if I wanted a refill on coffee or water or how was my food. It's very apparent that she hated white people!! I sat at the middle counter and she and another server stood to my left cursing and Using the ""F"" word and carrying on with no regard for customers. On the other hand , the cook did ask me if everything including my food was ok and I responded yes! My server has no business working in a restaurant or in the hospitality industry at all!! Camelia grill gets five thumbs down from me!!"
219,tvX9owIjsyCTMOVBL_ucgQ,"Loved this place. We were on a hunt for the best milkshake in New Orleans back in May and The Camellia Grill did not disappoint. We tried the cherry and orange freezes and both were delish!  The onion rings were also quite good. Our waiter Marvin was personable and quick. It was an all-around great experience. 

(Quick note to say: riding high on that milkshake buzz, we took our friends who were not with us to the location near the French Quarter so they could try the shakes. We had the worst service in the history of service there, including a waiter who was so drunk we thought he was going to get sick right in front of us. So definitely stick with the this location!)"
220,rD6kclB7QD0G0uQufYileg,"Sadly, their French Quarter location has closed, but you get the same taste and experience at this location. The wait can take a while if you get there at the wrong time, especially if there are more than a couple of you, so be prepared to hang around until there's an opening at the counter. One of the musts of The Camellia Grill is the chocolate freeze. It's like a milkshake but icier and thus more refreshing. Omelettes and hashbrowns are great, and I was eyeing my neighbor's pancakes all morning. They also have fried mac n cheese, which is a fun, greasy treat."
221,YEVnW6gJ9Hde6CYHF_u8iw,"Camellia Grill is the only local diner I frequent. It has a great classic feel with only bar style seating and service available.

It could be the chocolate freezes, but it's probably a combination of that and the friendly service,  clean kitchen,  and great breakfast that makes this my goto  breakfast-served-all-day spot (but mostly it's the choclate freezes. )

I really like the waffle, even though it is thin and far from my preferential Belgian style.   The syrup tastes real,  but I'm not sure if it is actual maple or a good copy.   

The omlets are awesome. They mix everything up and cook the mix into supper fluffy decadent eggs.   

Camelia Grill is a great stop for breakfast!  Not in the mood for breakfast?  They also have great okra gumbo, classic grilled cheese, good burgers, and some other options I haven tried like fried chicken strips and hot dogs."
222,6Cv5FqhZ_blaeZxP6qQ13g,"Camellia Grill - 7:40 a.m. My group of 20 ALMOST first in line. Enter promptly @ 8:00 with 3 dozen or so others.  Waiter juggles silverware as he sets the counter.  Order omelette - holy cow!  Just cheese & mushroome, but filled the plate.  Came w/fries & I ordered grits also.  I'm in NOLA, right?   Verrrry good.  After seeing pecan waffle wished I had room for that too.  Bought 3 t-shirts, 1 for me and 2 for daughters.
Returned 3 days later on my own.  Long line, but since I had a cane, a generous (local?) person moved me up, then held place so I could sit on porch and wait.  Had that pecan waffle this time.  Poured what I thought would be syrup - turned out to be melted butter - on waffle and ENJOYED!  Coffee so-so.  Should have tried a freeze - stronly recommended by everyone.  Will next time.  And there WILL be a next time.  I'll get there one way or another.  Yes, cholesterol city, but watch your diet before & after, you don't want to miss this!"
223,S6JhW-p7p3TFxvsx5o0SGw,"Great for families, good reasonable prices, fun/friendly staff, big variety.
We stayed in New Orleans a couple days after our cruise earlier this week.  With the Sugar Bowl and Saints game, the town was very rowdy, but we found a couple family-friendly gems.  Camille Grill was one of them.  When we arrived at 6:00 pm a party of about 30 was leaving so the entire restaurant was empty, by the time we left it was filled up again.  I had the Mardi Gras; Corned Beef and Turkey on Rye (held the bacon) with their version of Thousand Island dressing and it was outstanding.  Also enjoyed a local beer.  My wife had a Turkey Reuben (not on the menu) and she loved it, kids split chicken strips and fries.  The waiter (Joshua?) was sharing local ghosts stories that scared the heck out of our kids (in a good way), and we actually went to one of the sites he discussed (that really scared our kids).  He also was goofing around with our kids (also in a good way).

The seating is stools at a counter and the chef/cook is right there, feels like a flash back to a soda shop in the 50s/60s.  We completed the meals with  chocolate cream pie (they were out of banana) and we devoured it.  Next time in NewOrleans we'll be back here!!"
224,_Uk8eM_oNpCLYG-JnC-ALA,"It's a dam good thing I don't live in New Orleans because if I did I'd be at this joint every single day and that would eventually lead to my death. I don't get me wrong it's a great way to go.
Death by fluffy delicious ginourmous omelet followed up with a chocolate pecan pie in an authentic diner/greasy spoon is a death that I just might aspire to."
225,F8ltVEM7ZwSc8nnDLu8YgQ,"Probably one of the best burgers I have had in a long time! You have a wait a bit to get a seat, but it is well worth the wait. This was a true American Diner experience. Will, our waiter, was awesome! He gave us the royal treatment and was very entertaining. Camellia Grill is a must do when visiting NOLA."
226,elskdV90F2ll3E9UuCbPnQ,"First time back since college and it was so worth it. We stopped for breakfast on our way home. It's diner sitting so sometimes you have to wait a bit. I had the corned beef hash omelet that was the bomb! My granddaughter ate the pancakes and loved them. You go, you eat, you leave. The food is just good home cooking and the staff is attentive."
227,HTji1Ehn2L0RpjUsLr8Xhw,It's been 15 years since I went to Camellia Grill so things may have changed. But I still dream of this place. Fantastic! Best grits anywhere. And pecan pancakes... I used to wait in long lines for breakfast there and never have I been anywhere else where I wanted to wait in a line since. I hope it's still as good as it used to be!
228,NtZHGzXq2X9iJeRE5Px4Bg,"My wife and I had breakfast there. Both had omelets, grits, and hash browns. Omelets were top notch, one of the best I have ever had. Grits were very good, hash browns needed a longer cook to get them crispy.

Service was quick and easy going."
229,IyU4zpJTZHSg9FHc8-5l0Q,"I am truly dumbstruck as to why this is so highly lauded. Yes, its got the diner kitsch experience. Yes, its in the Quarter. But, really?? The food is not that great. In fact, its barely passable. I should add, I only ate there once on my most recent visit, but so not worth the money, calories or later discomfort.
Went there on the recommendation of several locals and after reading the reviews. It helped that it was less than two blocks from our hotel and we were in dire need of breakfast. I wanted the mexican omelette minus the beef. Seems like no big deal, right. I was told they couldn't do that because all the specialty omelettes were pre-mixed?!? Really unnecessary, but explains why the taste and texture was reminescent of powdered eggs. Eventually they were able to special order me a mexican omelette less beef and it was ok but I wouldn't order it again.  Especially when it cost more than the mexican omelette with beef! The fact that the breakfast then found me spending the rest of the day in the hotel room next to the facilities would ensure that I would never go back to sample any of their other offerings.
Maybe this place does a better burger, but for breakfast there are so many better options in the Quarter."
230,ZlnrFjldJBzzZfYnNTEzzA,"Man oh man - had 30 minutes- ran in and had the ""tuna"" and a tea! Good lord these people make TUNA FISH!!!! You will not be sorry!"
231,8H7GGvHxVcIaN_9tegp-Kw,"We were staying in the French quarters so it was a trip to come out here (later I saw one by Jackson square and my friends wanted to kill me ha oops). The whole area is beautiful and perfect for a stroll with a full stomach (which will happen). The whole set up was a little awkward because it's not tables. Its a bar and you sit where you can. Not convenient with a lot of people since you might have to split up for seats. The cooks are great guys and it definitely feels very authentically Louisiana. They cook in front of you (which turned out to actually be a little gross...so much grease, no gloves, etc). I didn't mind because I knew what I was coming for some real southern cooking but my friends were turned off...until they tasted their meal. Worth it hands down. A must on any New Orleans trip!

I had the muffuletta with cheese fries. Definitely recommend. BEST APPLE PIE EVER."
232,wfvqUlu9a3iTBe4x2hWSkw,Camellia Grill is the king of diners! It has one of the best (and least expensive) burgers I've ever had. It also boasts some of the best omelets I've ever had. If you are really hungry (or possibly hungover) get the Chef's Special Omelet. It will wake up your taste buds and fill that stomach up with greasy hearty goodness!
233,8Y6Pc9pmY0wvHcOT1Xerxw,"Best short order grill in the city!!!! Open till 2 or 3 in the morning. Highly recommended for any time. Great place with friends or family. The same locals have worked there for 40-50 years (Don't forget to give them daps). Runs like a machine. Best is their pecan pie, re-heated on the griddle in butter (sounds gross, but is a treat)"
234,kg0XzGLGKpn0Pi0YHd3ryg,"This was a GREAT place to eat on our first visit to NOLA! It was recommended in Frommer's and on Yelp! and it didn't disappoint. It's a small counter. I think I counted around 20 seats. There are some benches to sit on to wait for a seat. It was late enough that there were four spots for us when we arrived. The guys behind the counter were super friendly and the service was top-notch too. My wife and I got burgers and fries and the boys got breakfast. Well, if eggs and bacon/sausage with fries are breakfast. Lol. It's standard diner food but it's not your standard diner quality. The burger was juicy and full of flavor. The fries were plentiful and just the right golden crisp. There are many ways to make your burger unique, including the must of a fried egg on top. The shakes were also great. If you're in NOLA, this place is a must stop."
235,3S6wvZ14_WNsCCQBt5RQDA,"This is a really charming place. Definitely brings you back to old school dining. The way it is laid out are bars or counters that you can sit at and someone will arrive to take your order. The friend I was with warned me that it was always crowded but we went late on the 4th of July and there was hardly anyone in there so we were seated very quickly.

I had the catfish sandwich which was amazing and chilli cheese fries that I wasn't a big fan of. I really looked around while I ate because the old time decor was really fun to look at. I didn't try any of their desserts but it looked divine.

The reason Camellia's doesn't get 5 stars is because they ended up overcharging me for my meal even after I clarified it with the waiter. I don't want to cause a scene over $3 so I will probably never go back here after that. It is a shame because I really enjoyed my experience up until that little snafu."
236,67g-61XRmmdNh1Ks8_tr3Q,Love the Camellia grill come hunger and don't think about calories. Don't forget the homemade shakes and Pecan pie
237,gDjfjixZXabeLCdEbzNwuA,"Meh.  Pecan Pie was good, but I feel like the omelettes and breakfast were kind of mediocre.  The omelettes were huge, but they taste like velveeta and kind of cafeteria-ish.  The chocolate shake was nothing special, definitely had better (tastes like cheap icecream). Wouldn't go here normally unless I'm hungry late at night....so I guess it's good for late-night eats."
238,_7KP7ZePxJNLGSFW_Ct_JQ,Excellent food. Excellent service from Michael! Got a sausage and cheese omelette with hash browns. Tried the cheese omelette with grits.  Both very tasty.  Get there early to get the grits!
239,G_AZxt9x-45ohlaFZBfuOQ,My and My cuzzin ate here after a night of bar hoppin in NOLA and the food was GREAT!!! The late night servers were soooooo nice and handsome!!! I wished I could have packed one of those guys in my suitcase and brought him back here to the city!!!! LMAO!!!
240,wGTmiW0CpbUMwtu_L4vPzg,"Everything was amazing! Bacon cheese burger, fries, onion rings, grilled cheese for the kids and Brandon gave the boys milkshakes on the way out. Amazing food, amazing service!!"
241,wJzeFqtuuNz83qtPY9ulcQ,"Always a must on our trips to NOLA.  Great breakfast and friendly staff.  Arrive early.  Otherwise prepare to wait.  Our counter neighbors enjoyed a chocolate pie for dessert.  Looked yummy and they left very happy.  So did we.  I will add, though, that watching the food being prepared with bare hands made me a little anxious."
242,n4hSYQ-hpizkMqC8u9Y6rw,Late nights or recover mornings aren't complete without Camellia Grill. Great greasy in the good way comfort food.
243,Wiqr0xFuMq3ivberRqgXsQ,"LOVED this place. Once we discovered it we went here for breakfast every morning. Staff is energetic and friendly. Food is great. Only problem that I can see is the wait you have sometimes, but with food this good it's worth it."
244,HqgTutUTKuN0NbAkLED5yQ,"Beware! Recent health code violations in July 2014.  Entire family became ill after eating there on Sunday night.  We had burgers! Unfortunately illness delayed our travel home & the only constellation or not from the GM ""Ronnie"" was that he would take care of us when we returned.  Are you kidding me, we are never going back! Complaint has been filed with the state.
Customers taken for granted!"
245,DEO-7bLwCybxcrwIhImZTQ,"One eyed buck burger with bacon and cheese. The bacon was really fatty, but the patty and bun were phenomenal. This was good, affordable hangover food. Cheese fries, fried Mac and cheese, etc.  Next time I'm getting breakfast."
246,mnZUlKpZIhA4u0LL5FbhfA,"I was really looking forward to trying this place for breakfast while my family and I were in New Orleans. I ordered a ham and cheese omelet WELL DONE with grits and toast, my husband ordered a slice of the famous pecan pie. Our son had a waffle and omelet also, and our daughter had a burger. The omelet came soft and not well done. It also had a really weird texture, it did not taste like it was made with real eggs. Furthermore, the omelet and the pecan pie tasted like residue from a dirty grill/griddle. The whole restaurant looks very messy and unclean. Also we did not see anything entertaining with the staff as several people have commented on Yelp. I really wanted to like this place but we all left sorely disappointed."
247,pEPoTKHgXgA4lGkPe0NeGQ,"We both had the SW Omelette.  Very good and the grits were excellent.  Counter seating.  Fun to sit on a stool and watch the cooks work the grill.  Very attentive service.  Definitely recommend for breakfast.  More expensive than Waffle House, but atmosphere is worth the extra couple $'s.  We will try them for lunch next time we are in NOLA, as the grilled hamburgers they were cooking looked very tasty.  Street parking at $1 per 30 minutes was fine for us, as we were on our way to airport.  If you stay downtown, the St. Charles streetcar takes you right by this restaurant.  $3 for a full 24 hours of streetcar access is NOLA's best bargain."
248,Fj1BYKcWv-SN5TtkTSkDpQ,"This place is exactly why I love New Orleans.  It's one of a kind.

There are no tables, just a long, winding counter and a line outside of customers eager to take a place there.  Servers check off your order on a detailed note pad and shout it behind them to cooks who frantically slap patties on the grill, dunk potatoes in the fryer and whirl ice cream in the blender until your meal is complete.

The food is fresh and hot, though pretty ordinary diner food.  My BLT was loaded with bacon; my husband's burger was juicy and warm.  Our chili-cheese fries were still crispy under their blanket of deliciousness.  The chocolate freeze was thick and high-quality, made with Blue Bell ice cream.  There are a few NOLA-specific nods on the menu; we enjoyed the gumbo (on the light side, and a little too much rice for me.)

As we ate, we chatted and fist-bumped with various servers who came to check on us.  One offered free advice: ""It's all in ya head,"" he said sagely, after we commented on the beautiful weather and atmosphere here.  ""Ya think positive, ya gonna live positive.""  He continued this speech as a quasi-soliloquy as he went off in search of banana cream pie, and since the only piece left was a little thin, he cut us half a piece of coconut too.  They were both out of this world, and to this moment I regret every bite we left on our plates.

Yes, it's just a diner.  And no, it's not.  It's so much more."
249,N7GD3w_8DN1Rvuc0-GyQQg,A Nola tradition and everyone should go at least once for a trip back in time.  Very good location with lots of Nola charm.  The food is always good.  Easy parking.  The lines are not too bad and you can be seated in about 15-20 minutes even when the line is out the door.  Went here starting 35 years ago and will go again soon...............
250,VzsXev0aBdjyGZf8YuApPg,"In addition to the food being fantastic, our server, Leon, was easily the best server I've ever had. Super entertaining, super sweet, and incredibly good at his job. The line cook he was working with, Chris, was fantastic as well. I absolutely loved this experience and would recommend The Camellia Grill to anybody visiting NOLA!"
251,G--qxWL08lGjXOjYeMBYYg,Food tastes ok but portions are small and it's pretty expensive for what you get. Service at the Metairie location is good. And the food is good enough but won't be going back due to overpricing.
252,wWBJzz-HBxqQYU6JK6f_Sg,"Stopped in for a post 11pm meal in the riverbend area and ended up at Camellia. The food here is not that great but the entertaining service normally makes up for the food but not on this night. I ordered the chef special omelet that was just ok, it was similar to an egg cake really with ingredients that were so chopped and overcooked that the contents of the omelet was indistinguishable to the omelet from the one my friend had next to me. The taste was ok but really was just the taste of eggs cheese and salt. The side hash browns came late and were coated in salted butter, no grits at night so I really made a bad choice in ordering eggs at night. What normally makes up for the food here is the great service but on this night the service was terrible. Ordered bread-never got it, ordered drinks-had to ask twice before I got it, ordered an extra cup of chili to wake up the omelet- never got it. The food, ambiance and normal wait to get a seat is not worth it if the crowd is not a little drunk and the service is not great and entertaining. On this night it was a rather bad experience and puts in question if I will come back again. Thank Zeus McDonalds will have 24hr breakfast starting Oct. 6."
253,UNpA_KoAYK8yVbGO7F6pAA,Not good. I always hear that this is the place to go for late night meals. I was obviously not drunk enough to see that the food served was really really hard and old. Yuck.
254,sW0shSAZYusaqnsF2VFNeg,"Best burger I've ever had! I ordered the One-Eyed Buck with cheese and bacon. I'm fact, we both ordered the burger, cheese fries, and the chocolate and chocolate- cherry freezes. I'm so glad we stopped here."
255,5y6V0R5luWL8k2xumkB8_g,"Long lines at peak times. Loud atmosphere... Yeah, doesn't matter. Still one of the best diners/grills in the country.

I don't care what you order, it will be great. But if you don't order the chocolate pecan pie for dessert? I don't want to be your friend any more. We're through."
256,kNexAEhq_D3qbjS7vAs-eg,"The service, the ambiance, the nostalgia and of course, the food! It reminded me of being a kid and eating at Woolworth's soda counter. The servers were so friendly and the food was so good we went back the next day! So many good places to eat at in NOLA and this one is just as special."
257,nmzhpDRGl047Bj1M-tGhcQ,"The food is good, the portions are large and the staff members are great.
Pretty much expect greasy, delicious diner food. It's nothing fancy, and they don't pretend to be.
I received so much food that I wished I had a second stomach, because I wanted to eat every last bite. It all just tasted so good that I didn't want to stop.
My favorite part was the staff. It's almost a meal and a show. I enjoyed watching them work together, dashing back and forth behind the bar, the most organized chaos. Our server, Will (with the pink bow tie), was friendly, happy and efficient.
The decor had paintings of the cooks and servers on the walls that gave the impression that these people have been working there for years, and that really, they are what makes up Camellia's.
Everything was just fantastic!"
258,ZHY2O6fgOROjiellVNy1rQ,"This place is one of, if not the, most overrated restaurant in New Orleans.  The experience is unique and fun, yeah. The food is not good.  The chili cheese fries are disgusting and most of the other things I have tried have been either disappointing or fantastically disappointing.  I'm from Northern New Jersey and this is no a diner, which it is clearly trying to be.  That being said, it may be worth a visit purely for the atmosphere and if you're in town visiting, just to say you went."
259,hfZP3r-oPDkI54-NVAOmJA,"I was in NOLA for work last week. I have to say my colleagues and I ate here everyday!! The food was so fantastic for a ""greasy spoon"". The staff were awesome especially ""Peanut"" he was professional and fun to deal with!! One day he had to do double duties as the waiter and the cook!!! The price was right on mark for the amount of food you received!!"
260,RtRwD5xPyQ-PJtXKIz7frQ,Outstanding meal and great atmosphere. A New Orleans tradition. Best breakfast in town
261,xNE3s6Zs9vErFUmR-2n_qQ,"This was a fun experience - service was fast despite the chaotic and crowded ambiance, and I enjoyed my sandwich! The food seemed simple and not exceptional, but I can definitely see why the restaurant is a popular attraction with lines out the door."
262,ikI_wLNfEB7J82j8qtWRGw,Great service. Good food. Burgers fresh and not frozen. Freezes are basically milkshakes to a midwestern girl. Family friendly.
263,wMqmFG3rHtC8Jt4FgXtVaQ,"The food at Camellia Grill really hits the spot--but the reason for the 5 star rating is the ""Camellia Grill Experience.""

This is what a diner should be; greasy, cheap, fast, simple yet delicious and totally what you might be craving after a night out on Frenchman's or at Maple Leaf or wherever else you may have found yourself getting into trouble the night before. There are always four familiar faces working behind the counter--I've been in about a dozen times and every time every one working is on top of their game. If nothing else, they have this thing down. It's impossible to leave Camellia Grill hungry and it's also impossible to leave without a smile. If you're visiting NOLA you can't go wrong here and it's also a ""kid-pleaser.""

My suggestions:
-Get a Freeze
- Any type of pie 
- Any of the HUGE omelets 
- Onion rings
- Pecan waffle with bacon or sausage 

(I promise I have never eaten these things all in one visit...)"
264,2xZf1UNB3-KKSV0_UYvlcg,"Whats not to love? The servers are a kick, the food is delicious, and they have butter in a syrup dispenser. 
Beautiful. 
Pricing is good, atmosphere is divey, and they actually take credit cards!"
265,DmDUk_tuDCOuGiiGUS8tJg,This was always the go to spot for great breakfast when I was in school in New Orleans - first trip back in 20 years and nothing has changed - still  the best place for breakfast and the show the waiters put on - so - you can go home again!
266,gE51AdMvTKECHsMc_wBhow,"Old Time Fun is all I can say...I recently discovered this place and liked it so much I ate there twice in the same day (breakfast and dinner)!  The portion sizes are great for the amount you pay.  My brother got the Chef's Special Omelet both times.  And the pecan pie was soo good I had to take a piece to go as well.  The staff is friendly and engaging.  The line cooks are fast and clean.  Its counter top dinner style seating is perfect for this place.  You may have to wait but its worth it.

I also loved that you can reach this great location by taking the St. Charles Street Car which takes you from Downtown all the way through the Garden District.  Get the $3 day pass and see the city."
267,K70uWWszLgWetkrgva_7zA,"Nom Nom Nom... this place was so very tasty! I was taken here by a local for a laaate breakfast on a Monday and had the best meal of my trip! 

Any place that serves butter in a syrup dispenser is aces in my book! I had the orange freeze and a pecan waffle and was full for the entire day after. 

From the moment you sit at the counter, the servers are all so funny and engaging, This was the ultimate diner experience!"
268,5D_hDo_TD8tPfLPvJAcogA,"Tasty food, not the type you can get just anywhere. I had the chili cheese omelet, as good as it was the last time I had it, even though its been years. Camellia is just a different experience--and in this case, different is good."
269,DgPG3OEIbLsVHasn32OOAA,"I'm sorry all you die hard fans, I just don't get it. I am by no means a native but I'm married to one and have lived in NOLA for 7 years, I can't believe this place is considered a local institution. The fact that it's a counter diner is cute but the food and the service is just bad. Imagine that everything you eat is cooked in that liquid butter flavored topping they serve at the movie theater, that it's so disgustingly dirty your kind of afraid to look at the grill, and the service is about as friendly as the check out girl at Walmart (like they'd rather be sleeping or doing anything that doesn't involve the inconvenience of working). I choked down about 4 bites of my omelet just so my friend who suggested the place wouldn't feel bad but I am not exaggerating when I tell you I'd rather eat at ihop or dennys. At least the plates aren't obviously dirty. And for those yelpers who said they serve warmed BUTTER in pitchers, that is not butter my friends! That is liquid margarine. YUCK!  Trust me, I grew up in the restaurant business, I know the difference. The best part of this experience was visiting with my friend. I'm glad I went so I can check it off my bucket list but unless I am literally starving I will never eat here again. Especially with a city full of so many delicious breakfast places."
270,bSdM-nV_oiGUy3oJ0WPW0w,"Nice place. The food is good. Ordered the catfish Po-boys, gumbo, and cheesecake. The rice is tough in the gumbo."
271,_mqEcFzrUxJxi08opJFJ8w,"I sold myself on a few places before our trip to New Orleans, this was one and I was hoping for more. The red beans were pintos and had been cooked down for several days. They came with a thin piece of over cooked chicken. My partner had a salad which was deemed "" Chef"" but was pitiful. It would probably be better to stick with burgers or breakfast. The service was friendly and attentive and the ice water was big and cold with a refill without asking. Outside looks upscale but inside is worn and not very clean. Better at waffle house."
272,BnX-IgWg8UfSAEH8GvKZRA,"Was brought here by a local for a friday evening get together and was excited after reading all the reviews. 

1. Ordered the Coffee Freeze and was a little disappointed. It was not as delicious as I had hoped. It did not taste very coffee like at all and seemed watered down.
2. Had the Manhattan Omelet which was tasty and the fries that came with it were cooked just right. 
3. the other half had a burger and said it was good. Next time I will have to try one as well. 
4. Our waiter was a little pushy because when we asked him to take a picture of us he made us put up the menus to ""represent"" where we were. 

Had a good first time experience here, will definitely come back for some late night action and try the other things on the menu. Good spot to just pig out and eat with friends."
273,9dTcnRa_NfkBWMntIaXPmg,this was the best breakfast in New Orleans. THE BEST! as I looked online to find a good breakfast place I saw this in the cute looking house place and we had to come here. everything was amazing and it wasn't expensive! it's always the cute small cheap places that really are the best :) I will for sure be back here when back in New Orleans!
274,Ua8iIaTaDSQ1xznjT8CvAQ,"I ate lunch here every day for the 3 years I went to high school across the street at Franklin. You really don't come to Camellia for the food, although the freezes and omelettes are excellent, but for the entertainment. The waiters here are absolutely amazing. You really have to experience it.... so classic."
275,agFnRMIfNDvp9lVT8viHDQ,"My husband and I both ordered the cheeseburger, onion rings, and a soda, and we were loving every single bite!!  These fellas really have this classic combo down :-)

The atmosphere was very enjoyable as well.  The guys really are fun to watch.  They interact with each other and the patrons in such a way that just makes you feel good to be there.

I would definitely go back if I'm ever in New Orleans."
276,FbYYz-LhxkASNV_R2JVeJg,"Greasy food but really good. Very friendly wait staff and fun ""diner""type experience. Has breakfast menu all day long."
